TuLan53c,1,78,,,,1,"9:00 am - 1:30 pm, 4:30 pm - 11:30 pm","9:00 am - 1:30 pm, 4:30 pm - 11:30 pm","9:00 am - 1:30 pm, 4:30 pm - 11:30 pm","9:00 am - 1:30 pm, 4:30 pm - 11:30 pm","9:00 am - 1:30 pm, 4:30 pm - 11:30 pm",7:00 am - 11:30 pm,7:00 am - 11:30 pm
TuLan54c,0,74,,,,1,"9:00 am - 2:00 pm, 4:30 pm - 11:30 pm","9:00 am - 2:00 pm, 4:30 pm - 11:30 pm","9:00 am - 2:00 pm, 4:30 pm - 11:30 pm","9:00 am - 2:00 pm, 4:30 pm - 11:30 pm","9:00 am - 2:00 pm, 4:30 pm - 11:30 pm","9:00 am - 2:00 pm, 4:30 pm - 11:30 pm","9:00 am - 2:00 pm, 4:30 pm - 11:30 pm"
TuLan55c,2,85,,1,1,1,"7:00 am - 2:00 pm, 4:00 pm - 10:30 pm","7:00 am - 2:00 pm, 4:00 pm - 10:30 pm","7:00 am - 2:00 pm, 4:00 pm - 10:30 pm","7:00 am - 2:00 pm, 4:00 pm - 10:30 pm","7:00 am - 2:00 pm, 4:00 pm - 10:30 pm","7:00 am - 2:00 pm, 4:00 pm - 10:30 pm","7:00 am - 2:00 pm, 4:00 pm - 10:30 pm"
TuLan56c,2,62,,,,,"7:30 am - 2:00 pm, 5:30 pm - 11:30 pm","7:30 am - 2:00 pm, 5:30 pm - 11:30 pm","7:30 am - 2:00 pm, 5:30 pm - 11:30 pm","7:30 am - 2:00 pm, 5:30 pm - 11:30 pm","7:30 am - 2:00 pm, 5:30 pm - 11:30 pm",7:30 am - 11:30 pm,7:30 am - 11:30 pm
TuLan57c,2,74,,1,,1,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm
TuLan58c,3,56,,1,,1,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm
TuLan59c,2,67,,1,,1,"9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm",7:30 am - 10:30 pm,7:30 am - 10:30 pm
TuLan60c,0,71,1,1,,1,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:30 am - 10:30 pm,8:30 am - 10:30 pm
TuLan61c,2,74,,1,,,10:00 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm
TuLan62c,1,59,1,1,1,,"7:30 am - 1:30 pm, 6:00 pm - 10:00 pm","7:30 am - 1:30 pm, 6:00 pm - 10:00 pm","7:30 am - 1:30 pm, 6:00 pm - 10:00 pm","7:30 am - 1:30 pm, 6:00 pm - 10:00 pm","7:30 am - 1:30 pm, 6:00 pm - 10:00 pm",9:30 am - 11:30 pm,9:30 am - 11:30 pm
TuLan63c,1,77,,1,1,,"9:30 am - 2:00 pm, 5:30 pm - 10:30 pm","9:30 am - 2:00 pm, 5:30 pm - 10:30 pm","9:30 am - 2:00 pm, 5:30 pm - 10:30 pm","9:30 am - 2:00 pm, 5:30 pm - 10:30 pm","9:30 am - 2:00 pm, 5:30 pm - 10:30 pm","9:30 am - 2:00 pm, 5:30 pm - 10:30 pm","9:30 am - 2:00 pm, 5:30 pm - 10:30 pm"
TuLan64c,1,66,,,1,,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:30 am - 10:30 pm,7:30 am - 10:30 pm
TuLan65c,1,95,,1,1,1,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm
TuLan66c,0,98,,,,,"7:00 am - 2:30 pm, 6:00 pm - 11:30 pm","7:00 am - 2:30 pm, 6:00 pm - 11:30 pm","7:00 am - 2:30 pm, 6:00 pm - 11:30 pm","7:00 am - 2:30 pm, 6:00 pm - 11:30 pm","7:00 am - 2:30 pm, 6:00 pm - 11:30 pm",9:30 am - 11:30 pm,9:30 am - 11:30 pm
TuLan67c,2,53,1,1,,,"9:00 am - 1:30 pm, 6:00 pm - 11:30 pm","9:00 am - 1:30 pm, 6:00 pm - 11:30 pm","9:00 am - 1:30 pm, 6:00 pm - 11:30 pm","9:00 am - 1:30 pm, 6:00 pm - 11:30 pm","9:00 am - 1:30 pm, 6:00 pm - 11:30 pm","9:00 am - 1:30 pm, 6:00 pm - 11:30 pm","9:00 am - 1:30 pm, 6:00 pm - 11:30 pm"
TuLan68c,0,95,,,1,,8:00 am - 11:30 pm,8:00 am - 11:30 pm,8:00 am - 11:30 pm,8:00 am - 11:30 pm,8:00 am - 11:30 pm,8:00 am - 11:30 pm,8:00 am - 11:30 pm
TuLan69c,3,62,,,1,1,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm
TuLan70c,3,61,,,,,"7:30 am - 2:30 pm, 4:30 pm - 10:30 pm","7:30 am - 2:30 pm, 4:30 pm - 10:30 pm","7:30 am - 2:30 pm, 4:30 pm - 10:30 pm","7:30 am - 2:30 pm, 4:30 pm - 10:30 pm","7:30 am - 2:30 pm, 4:30 pm - 10:30 pm",10:00 am - 10:00 pm,10:00 am - 10:00 pm
TuLan71c,3,56,1,,,1,"8:30 am - 2:30 pm, 4:00 pm - 10:00 pm","8:30 am - 2:30 pm, 4:00 pm - 10:00 pm","8:30 am - 2:30 pm, 4:00 pm - 10:00 pm","8:30 am - 2:30 pm, 4:00 pm - 10:00 pm","8:30 am - 2:30 pm, 4:00 pm - 10:00 pm",10:00 am - 11:00 pm,10:00 am - 11:00 pm
TuLan72c,0,88,,1,1,,"8:00 am - 1:30 pm, 4:00 pm - 10:30 pm","8:00 am - 1:30 pm, 4:00 pm - 10:30 pm","8:00 am - 1:30 pm, 4:00 pm - 10:30 pm","8:00 am - 1:30 pm, 4:00 pm - 10:30 pm","8:00 am - 1:30 pm, 4:00 pm - 10:30 pm",7:00 am - 11:30 pm,7:00 am - 11:30 pm
TuLan73c,2,53,1,,,1,"10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm"
TuLan74c,3,66,,1,,,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,7:30 am - 11:00 pm,7:30 am - 11:00 pm
TuLan75c,2,83,,,1,1,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:30 am - 10:00 pm,9:30 am - 10:00 pm
TuLan76c,2,83,,,1,,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm
TuLan77c,1,73,,1,1,,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm
TuLan78c,2,55,,,,,8:30 am - 10:30 pm,8:30 am - 10:30 pm,8:30 am - 10:30 pm,8:30 am - 10:30 pm,8:30 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm
TuLan79c,0,99,,,1,1,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm
TuLan80c,0,72,,,1,,"9:30 am - 1:30 pm, 6:00 pm - 11:00 pm","9:30 am - 1:30 pm, 6:00 pm - 11:00 pm","9:30 am - 1:30 pm, 6:00 pm - 11:00 pm","9:30 am - 1:30 pm, 6:00 pm - 11:00 pm","9:30 am - 1:30 pm, 6:00 pm - 11:00 pm",7:00 am - 10:30 pm,7:00 am - 10:30 pm
TuLan81c,2,63,,,,1,"9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm",7:30 am - 10:30 pm,7:30 am - 10:30 pm
TuLan82c,2,100,,,,1,"9:30 am - 2:30 pm, 4:00 pm - 11:30 pm","9:30 am - 2:30 pm, 4:00 pm - 11:30 pm","9:30 am - 2:30 pm, 4:00 pm - 11:30 pm","9:30 am - 2:30 pm, 4:00 pm - 11:30 pm","9:30 am - 2:30 pm, 4:00 pm - 11:30 pm",9:00 am - 10:30 pm,9:00 am - 10:30 pm
TuLan83c,2,50,,,,,"7:30 am - 2:30 pm, 5:30 pm - 10:00 pm","7:30 am - 2:30 pm, 5:30 pm - 10:00 pm","7:30 am - 2:30 pm, 5:30 pm - 10:00 pm","7:30 am - 2:30 pm, 5:30 pm - 10:00 pm","7:30 am - 2:30 pm, 5:30 pm - 10:00 pm","7:30 am - 2:30 pm, 5:30 pm - 10:00 pm","7:30 am - 2:30 pm, 5:30 pm - 10:00 pm"
TuLan84c,3,62,,,,1,"9:00 am - 1:30 pm, 5:30 pm - 11:00 pm","9:00 am - 1:30 pm, 5:30 pm - 11:00 pm","9:00 am - 1:30 pm, 5:30 pm - 11:00 pm","9:00 am - 1:30 pm, 5:30 pm - 11:00 pm","9:00 am - 1:30 pm, 5:30 pm - 11:00 pm",9:00 am - 11:30 pm,9:00 am - 11:30 pm
TuLan85c,0,54,,1,,1,"10:00 am - 2:00 pm, 5:30 pm - 11:00 pm","10:00 am - 2:00 pm, 5:30 pm - 11:00 pm","10:00 am - 2:00 pm, 5:30 pm - 11:00 pm","10:00 am - 2:00 pm, 5:30 pm - 11:00 pm","10:00 am - 2:00 pm, 5:30 pm - 11:00 pm","10:00 am - 2:00 pm, 5:30 pm - 11:00 pm","10:00 am - 2:00 pm, 5:30 pm - 11:00 pm"
TuLan86c,3,61,,,1,1,"7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm"
TuLan87c,1,76,,,,,"9:00 am - 1:30 pm, 5:30 pm - 10:30 pm","9:00 am - 1:30 pm, 5:30 pm - 10:30 pm","9:00 am - 1:30 pm, 5:30 pm - 10:30 pm","9:00 am - 1:30 pm, 5:30 pm - 10:30 pm","9:00 am - 1:30 pm, 5:30 pm - 10:30 pm",8:00 am - 11:00 pm,8:00 am - 11:00 pm
TuLan88c,0,56,,1,,,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm
TuLan89c,0,69,,1,,1,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm
TuLan90c,0,75,,,,,"9:00 am - 1:30 pm, 4:00 pm - 10:30 pm","9:00 am - 1:30 pm, 4:00 pm - 10:30 pm","9:00 am - 1:30 pm, 4:00 pm - 10:30 pm","9:00 am - 1:30 pm, 4:00 pm - 10:30 pm","9:00 am - 1:30 pm, 4:00 pm - 10:30 pm",7:00 am - 10:00 pm,7:00 am - 10:00 pm
TuLan91c,2,50,,,,,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm
TuLan92c,2,87,,,1,,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm
TuLan93c,3,97,1,1,,,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm
TuLan94c,2,81,,1,1,1,9:30 am - 10:30 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm,10:00 am - 11:30 pm,10:00 am - 11:30 pm
TuLan95c,3,95,,,,1,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm
TuLan96c,2,88,,,1,,7:00 am - 10:30 pm,7:00 am - 10:30 pm,7:00 am - 10:30 pm,7:00 am - 10:30 pm,7:00 am - 10:30 pm,7:30 am - 11:00 pm,7:30 am - 11:00 pm
TuLan97c,1,59,,1,1,1,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm
TuLan98c,2,74,,,,,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm
TuLan99c,0,62,1,1,1,,"8:00 am - 1:30 pm, 4:30 pm - 11:00 pm","8:00 am - 1:30 pm, 4:30 pm - 11:00 pm","8:00 am - 1:30 pm, 4:30 pm - 11:00 pm","8:00 am - 1:30 pm, 4:30 pm - 11:00 pm","8:00 am - 1:30 pm, 4:30 pm - 11:00 pm",7:30 am - 11:00 pm,7:30 am - 11:00 pm
TuLan0d,1,87,,1,1,,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm
TuLan1d,0,69,,1,1,1,"7:00 am - 1:30 pm, 5:30 pm - 10:00 pm","7:00 am - 1:30 pm, 5:30 pm - 10:00 pm","7:00 am - 1:30 pm, 5:30 pm - 10:00 pm","7:00 am - 1:30 pm, 5:30 pm - 10:00 pm","7:00 am - 1:30 pm, 5:30 pm - 10:00 pm",9:30 am - 10:00 pm,9:30 am - 10:00 pm
TuLan2d,3,56,1,,1,1,"7:00 am - 1:30 pm, 4:30 pm - 11:00 pm","7:00 am - 1:30 pm, 4:30 pm - 11:00 pm","7:00 am - 1:30 pm, 4:30 pm - 11:00 pm","7:00 am - 1:30 pm, 4:30 pm - 11:00 pm","7:00 am - 1:30 pm, 4:30 pm - 11:00 pm","7:00 am - 1:30 pm, 4:30 pm - 11:00 pm","7:00 am - 1:30 pm, 4:30 pm - 11:00 pm"
TuLan3d,0,54,,,,,"9:00 am - 1:30 pm, 4:30 pm - 11:00 pm","9:00 am - 1:30 pm, 4:30 pm - 11:00 pm","9:00 am - 1:30 pm, 4:30 pm - 11:00 pm","9:00 am - 1:30 pm, 4:30 pm - 11:00 pm","9:00 am - 1:30 pm, 4:30 pm - 11:00 pm","9:00 am - 1:30 pm, 4:30 pm - 11:00 pm","9:00 am - 1:30 pm, 4:30 pm - 11:00 pm"
TuLan4d,3,63,,1,,,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm
TuLan5d,2,55,,1,1,1,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm
TuLan6d,1,62,1,1,,,"7:00 am - 1:30 pm, 6:00 pm - 10:00 pm","7:00 am - 1:30 pm, 6:00 pm - 10:00 pm","7:00 am - 1:30 pm, 6:00 pm - 10:00 pm","7:00 am - 1:30 pm, 6:00 pm - 10:00 pm","7:00 am - 1:30 pm, 6:00 pm - 10:00 pm",7:00 am - 11:00 pm,7:00 am - 11:00 pm
TuLan7d,2,52,,,,,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm
TuLan8d,2,72,,1,,1,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm
TuLan9d,0,71,,1,,,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,7:30 am - 10:30 pm,7:30 am - 10:30 pm
TuLan10d,3,58,,,1,1,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm
TuLan11d,3,70,,1,,1,"8:00 am - 2:30 pm, 4:00 pm - 11:30 pm","8:00 am - 2:30 pm, 4:00 pm - 11:30 pm","8:00 am - 2:30 pm, 4:00 pm - 11:30 pm","8:00 am - 2:30 pm, 4:00 pm - 11:30 pm","8:00 am - 2:30 pm, 4:00 pm - 11:30 pm","8:00 am - 2:30 pm, 4:00 pm - 11:30 pm","8:00 am - 2:30 pm, 4:00 pm - 11:30 pm"
TuLan12d,1,74,1,,,1,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm
TuLan13d,3,63,,,,1,"7:00 am - 2:00 pm, 4:30 pm - 10:00 pm","7:00 am - 2:00 pm, 4:30 pm - 10:00 pm","7:00 am - 2:00 pm, 4:30 pm - 10:00 pm","7:00 am - 2:00 pm, 4:30 pm - 10:00 pm","7:00 am - 2:00 pm, 4:30 pm - 10:00 pm","7:00 am - 2:00 pm, 4:30 pm - 10:00 pm","7:00 am - 2:00 pm, 4:30 pm - 10:00 pm"
TuLan14d,3,71,,1,,1,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm
TuLan15d,3,58,1,1,1,1,8:30 am - 11:30 pm,8:30 am - 11:30 pm,8:30 am - 11:30 pm,8:30 am - 11:30 pm,8:30 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm
TuLan16d,3,60,,1,1,,7:30 am - 10:30 pm,7:30 am - 10:30 pm,7:30 am - 10:30 pm,7:30 am - 10:30 pm,7:30 am - 10:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm
TuLan17d,1,85,1,,,,10:00 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm,10:00 am - 10:30 pm
TuLan18d,3,63,1,,,1,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm
TuLan19d,3,51,,1,1,1,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm
TuLan20d,2,50,,,1,1,"7:00 am - 2:00 pm, 4:30 pm - 10:30 pm","7:00 am - 2:00 pm, 4:30 pm - 10:30 pm","7:00 am - 2:00 pm, 4:30 pm - 10:30 pm","7:00 am - 2:00 pm, 4:30 pm - 10:30 pm","7:00 am - 2:00 pm, 4:30 pm - 10:30 pm",10:00 am - 10:00 pm,10:00 am - 10:00 pm
TuLan21d,1,85,,,1,1,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm
TuLan22d,3,75,,1,,1,9:30 am - 10:30 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm
TuLan23d,1,78,1,1,1,1,"7:00 am - 2:30 pm, 4:00 pm - 10:00 pm","7:00 am - 2:30 pm, 4:00 pm - 10:00 pm","7:00 am - 2:30 pm, 4:00 pm - 10:00 pm","7:00 am - 2:30 pm, 4:00 pm - 10:00 pm","7:00 am - 2:30 pm, 4:00 pm - 10:00 pm","7:00 am - 2:30 pm, 4:00 pm - 10:00 pm","7:00 am - 2:30 pm, 4:00 pm - 10:00 pm"
TuLan24d,1,75,1,1,,1,9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm
TuLan25d,2,96,,,1,1,"8:30 am - 2:00 pm, 5:30 pm - 10:30 pm","8:30 am - 2:00 pm, 5:30 pm - 10:30 pm","8:30 am - 2:00 pm, 5:30 pm - 10:30 pm","8:30 am - 2:00 pm, 5:30 pm - 10:30 pm","8:30 am - 2:00 pm, 5:30 pm - 10:30 pm","8:30 am - 2:00 pm, 5:30 pm - 10:30 pm","8:30 am - 2:00 pm, 5:30 pm - 10:30 pm"
TuLan26d,1,54,,1,1,,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm
TuLan27d,1,99,,,1,,"8:00 am - 2:00 pm, 6:00 pm - 11:00 pm","8:00 am - 2:00 pm, 6:00 pm - 11:00 pm","8:00 am - 2:00 pm, 6:00 pm - 11:00 pm","8:00 am - 2:00 pm, 6:00 pm - 11:00 pm","8:00 am - 2:00 pm, 6:00 pm - 11:00 pm",10:00 am - 11:00 pm,10:00 am - 11:00 pm
TuLan28d,0,72,,,,,9:30 am - 11:30 pm,9:30 am - 11:30 pm,9:30 am - 11:30 pm,9:30 am - 11:30 pm,9:30 am - 11:30 pm,9:30 am - 11:30 pm,9:30 am - 11:30 pm
TuLan29d,3,67,,1,,,"9:00 am - 2:00 pm, 6:00 pm - 11:30 pm","9:00 am - 2:00 pm, 6:00 pm - 11:30 pm","9:00 am - 2:00 pm, 6:00 pm - 11:30 pm","9:00 am - 2:00 pm, 6:00 pm - 11:30 pm","9:00 am - 2:00 pm, 6:00 pm - 11:30 pm","9:00 am - 2:00 pm, 6:00 pm - 11:30 pm","9:00 am - 2:00 pm, 6:00 pm - 11:30 pm"
TuLan30d,2,86,,1,1,1,"9:00 am - 2:30 pm, 6:00 pm - 10:30 pm","9:00 am - 2:30 pm, 6:00 pm - 10:30 pm","9:00 am - 2:30 pm, 6:00 pm - 10:30 pm","9:00 am - 2:30 pm, 6:00 pm - 10:30 pm","9:00 am - 2:30 pm, 6:00 pm - 10:30 pm",7:30 am - 11:00 pm,7:30 am - 11:00 pm
TuLan31d,2,80,,,1,,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm
TuLan32d,1,62,,1,,1,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm
TuLan33d,0,61,,,1,1,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm
TuLan34d,1,79,,1,,,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm
TuLan35d,3,79,,,1,1,"10:00 am - 2:00 pm, 4:30 pm - 11:30 pm","10:00 am - 2:00 pm, 4:30 pm - 11:30 pm","10:00 am - 2:00 pm, 4:30 pm - 11:30 pm","10:00 am - 2:00 pm, 4:30 pm - 11:30 pm","10:00 am - 2:00 pm, 4:30 pm - 11:30 pm","10:00 am - 2:00 pm, 4:30 pm - 11:30 pm","10:00 am - 2:00 pm, 4:30 pm - 11:30 pm"
TuLan36d,3,53,,1,,1,"7:00 am - 2:00 pm, 6:00 pm - 11:00 pm","7:00 am - 2:00 pm, 6:00 pm - 11:00 pm","7:00 am - 2:00 pm, 6:00 pm - 11:00 pm","7:00 am - 2:00 pm, 6:00 pm - 11:00 pm","7:00 am - 2:00 pm, 6:00 pm - 11:00 pm",7:30 am - 10:00 pm,7:30 am - 10:00 pm
TuLan37d,1,81,,1,1,,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm
TuLan38d,2,61,,,1,1,"7:30 am - 2:00 pm, 4:00 pm - 10:00 pm","7:30 am - 2:00 pm, 4:00 pm - 10:00 pm","7:30 am - 2:00 pm, 4:00 pm - 10:00 pm","7:30 am - 2:00 pm, 4:00 pm - 10:00 pm","7:30 am - 2:00 pm, 4:00 pm - 10:00 pm",9:00 am - 10:30 pm,9:00 am - 10:30 pm
TuLan39d,3,70,,1,1,1,7:00 am - 10:30 pm,7:00 am - 10:30 pm,7:00 am - 10:30 pm,7:00 am - 10:30 pm,7:00 am - 10:30 pm,7:00 am - 10:30 pm,7:00 am - 10:30 pm
TuLan40d,3,67,,,,1,"10:00 am - 1:30 pm, 4:00 pm - 11:30 pm","10:00 am - 1:30 pm, 4:00 pm - 11:30 pm","10:00 am - 1:30 pm, 4:00 pm - 11:30 pm","10:00 am - 1:30 pm, 4:00 pm - 11:30 pm","10:00 am - 1:30 pm, 4:00 pm - 11:30 pm","10:00 am - 1:30 pm, 4:00 pm - 11:30 pm","10:00 am - 1:30 pm, 4:00 pm - 11:30 pm"
